,Ticker,CompanyName,Sector,SubIndustry,HQLocation,DateFirstAdded,CIK,FoundedYear,QuoteURL,WikiPage,HQLocationWikiPage,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription
234,HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,0000859737,1985,https://www.nasdaq.com/market-activity/stocks/holx,/wiki/Hologic,"/wiki/Marlborough,_Massachusetts",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
235,HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,0000354950,1978,https://www.nyse.com/quote/XNYS:HD,/wiki/The_Home_Depot,"/wiki/Atlanta,_Georgia",25,Consumer Discretionary,2550,Consumer Discretionary Distribution & Retail ,255040,Specialty Retail,25504030,Home Improvement Retail,Owners and operators of home and garden improvement retail stores. Includes stores offering building materials and supplies.
236,HON,Honeywell,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1957-03-04,0000773840,1906,https://www.nasdaq.com/market-activity/stocks/hon,/wiki/Honeywell,"/wiki/Charlotte,_North_Carolina",20,Materials,1510,Materials,201050,Industrial Conglomerates,20105010,Industrial Conglomerates,"Diversified industrial companies with business activities in three or more sectors, none of which contributes a majority of revenues. Stakes held are predominantly of a controlling nature and stake holders maintain an operational interest in the running of the subsidiaries."
237,HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,0000048465,1891,https://www.nyse.com/quote/XNYS:HRL,/wiki/Hormel_Foods,"/wiki/Austin,_Minnesota",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
238,HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,0001070750,1993,https://www.nasdaq.com/market-activity/stocks/hst,/wiki/Host_Hotels_%26_Resorts,"/wiki/Bethesda,_Maryland",60,Real Estate,6010,Equity Real Estate Investment Trusts (REITs),601030,Hotel & Resort REITs,60103010,Hotel & Resort REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of hotel and resort properties. "
239,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",2016-10-21,0000004281,1888,https://www.nyse.com/quote/XNYS:HWM,/wiki/Howmet_Aerospace,"/wiki/Pittsburgh,_Pennsylvania",20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment."
240,HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,0000047217,1939 (2015),https://www.nyse.com/quote/XNYS:HPQ,/wiki/HP_Inc.,"/wiki/Palo_Alto,_California",45,Information Technology,4520,Technology Hardware & Equipment,452020,"Technology Hardware, Storage & Peripherals",45202030,"Technology Hardware, Storage & Peripherals","Manufacturers of cellular phones, personal computers, servers, electronic computer components and peripherals. Includes data storage components, motherboards, audio and video cards, monitors, keyboards, printers, and other peripherals. Excludes semiconductors classified in the Semiconductors Sub-Industry."
241,HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut",2023-10-18,0000048898,1888,https://www.nyse.com/quote/XNYS:HUBB,/wiki/Hubbell_Incorporated,"/wiki/Shelton,_Connecticut",20,Materials,1510,Materials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
242,HUM,Humana,Health Care,Managed Health Care,"Louisville, Kentucky",2012-12-10,0000049071,1961,https://www.nyse.com/quote/XNYS:HUM,/wiki/Humana,"/wiki/Louisville,_Kentucky",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102030,Managed Health Care,Owners and operators of Health Maintenance Organizations (HMOs) and other managed plans.
243,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,0000049196,1866,https://www.nasdaq.com/market-activity/stocks/hban,/wiki/Huntington_Bancshares,"/wiki/Columbus,_Ohio",40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,"Commercial banks, savings banks and thrifts whose business are derived primarily from conventional banking operations such as retail banking, corporate lending and originating various residential and commercial mortgage loans funded mainly through deposits. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Commercial & Residential Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
244,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",2018-01-03,0001501585,2011,https://www.nyse.com/quote/XNYS:HII,/wiki/Huntington_Ingalls_Industries,"/wiki/Newport_News,_Virginia",20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment."
245,IBM,IBM,Information Technology,IT Consulting & Other Services,"Armonk, New York",1957-03-04,0000051143,1911,https://www.nyse.com/quote/XNYS:IBM,/wiki/IBM,"/wiki/Armonk,_New_York",45,Information Technology,4510,Software & Services,451020,IT Services,45102010,IT Consulting & Other Services,Providers of information technology and systems integration services not classified in the Data Processing & Outsourced Services or Internet Software & Services Sub-Industries. Includes information technology consulting and information management services.
246,IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",2019-08-09,0000832101,1988,https://www.nyse.com/quote/XNYS:IEX,/wiki/IDEX_Corporation,"/wiki/Lake_Forest,_Illinois",20,Materials,1510,Materials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
247,IDXX,Idexx Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",2017-01-05,0000874716,1983,https://www.nasdaq.com/market-activity/stocks/idxx,/wiki/Idexx_Laboratories,"/wiki/Westbrook,_Maine",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
248,ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,"Glenview, Illinois",1986-02-28,0000049826,1912,https://www.nyse.com/quote/XNYS:ITW,/wiki/Illinois_Tool_Works,"/wiki/Glenview,_Cook_County,_Illinois",20,Materials,1510,Materials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
249,ILMN,Illumina,Health Care,Life Sciences Tools & Services,"San Diego, California",2015-11-19,0001110803,1998,https://www.nasdaq.com/market-activity/stocks/ilmn,"/wiki/Illumina,_Inc.","/wiki/San_Diego,_California",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries."
250,INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",2017-02-28,0000879169,1991,https://www.nasdaq.com/market-activity/stocks/incy,/wiki/Incyte,"/wiki/Wilmington,_Delaware",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352010,Biotechnology,35201010,Biotechnology,"Companies primarily engaged in the research, development, manufacturing and/or marketing of products based on genetic analysis and genetic engineering.  Includes companies specializing in protein-based therapeutics to treat human diseases. Excludes companies manufacturing products using biotechnology but without a health care application."
251,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,0001699150,1859,https://www.nyse.com/quote/XNYS:IR,/wiki/Ingersoll_Rand,"/wiki/Davidson,_North_Carolina",20,Materials,1510,Materials,201060,Machinery,20106020,Industrial Machinery & Supplies & Components,"Manufacturers of industrial machinery and industrial components. Includes companies that manufacture presses, machine tools, compressors, pollution control equipment, elevators, escalators, insulators, pumps, roller bearings and other metal fabrications."
252,PODD,Insulet,Health Care,Health Care Equipment,"Acton, Massachusetts",2023-03-15,0001145197,2000,https://www.nasdaq.com/market-activity/stocks/podd,/wiki/Insulet,"/wiki/Acton,_Massachusetts",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
253,INTC,Intel,Information Technology,Semiconductors,"Santa Clara, California",1976-12-31,0000050863,1968,https://www.nasdaq.com/market-activity/stocks/intc,/wiki/Intel,"/wiki/Santa_Clara,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301020,Semiconductors,"Manufacturers of semiconductors and related products, including manufacturers of solar modules and cells."
254,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",2007-09-26,0001571949,2000,https://www.nyse.com/quote/XNYS:ICE,/wiki/Intercontinental_Exchange,"/wiki/Atlanta,_Georgia",40,Financials,4020,Financial Services ,402030,Capital Markets,40203040,Financial Exchanges & Data,"Financial exchanges for securities, commodities, derivatives and other financial instruments, and providers of financial decision support tools and products including ratings agencies."
255,IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York City, New York",1976-03-31,0000051253,1958 (1889),https://www.nyse.com/quote/XNYS:IFF,/wiki/International_Flavors_%26_Fragrances,"/wiki/New_York_City,_New_York",15,Materials,1510,Materials,151010,Chemicals,15101050,Specialty Chemicals,"Companies that primarily produce high value-added chemicals used in the manufacture of a wide variety of products, including but not limited to fine chemicals, additives, advanced polymers, adhesives, sealants and specialty paints, pigments and coatings."
256,IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",1957-03-04,0000051434,1898,https://www.nyse.com/quote/XNYS:IP,/wiki/International_Paper,"/wiki/Memphis,_Tennessee",15,Materials,1510,Materials,151030,Containers & Packaging,15103020,Paper & Plastic Packaging Products & Materials,Manufacturers of paper and cardboard containers and packaging.
257,IPG,Interpublic Group of Companies (The),Communication Services,Advertising,"New York City, New York",1992-10-01,0000051644,1961 (1930),https://www.nyse.com/quote/XNYS:IPG,/wiki/The_Interpublic_Group_of_Companies,"/wiki/New_York_City,_New_York",50,Communication Services,5020,Media & Entertainment,502010,Media,50201010,Advertising,"Companies providing advertising, marketing or public relations services."
258,INTU,Intuit,Information Technology,Application Software,"Mountain View, California",2000-12-05,0000896878,1983,https://www.nasdaq.com/market-activity/stocks/intu,/wiki/Intuit,"/wiki/Mountain_View,_California",45,Information Technology,4510,Software & Services,451030,Software,45103010,Application Software,"Companies engaged in developing and producing software designed for specialized applications for the business or consumer market. Includes enterprise and technical software, as well as cloud-based software. Excludes companies classified in the Interactive Home Entertainment Sub-Industry. Also excludes companies producing systems or database management software classified in the Systems Software Sub-Industry."
259,ISRG,Intuitive Surgical,Health Care,Health Care Equipment,"Sunnyvale, California",2008-06-02,0001035267,1995,https://www.nasdaq.com/market-activity/stocks/isrg,/wiki/Intuitive_Surgical,"/wiki/Sunnyvale,_California",35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment."
260,IVZ,Invesco,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",2008-08-21,0000914208,1935,https://www.nyse.com/quote/XNYS:IVZ,/wiki/Invesco,"/wiki/Atlanta,_Georgia",40,Financials,4020,Financial Services ,402030,Capital Markets,40203010,Asset Management & Custody Banks,"Financial institutions primarily engaged in investment management and/or related custody and securities fee-based services. Includes companies operating mutual funds, closed-end funds and unit investment trusts.  Excludes banks and other financial institutions primarily involved in commercial lending, investment banking, brokerage and other specialized financial activities. "
261,INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,"Dallas, Texas",2022-09-19,0001687229,2012,https://www.nyse.com/quote/XNYS:INVH,/wiki/Invitation_Homes,"/wiki/Dallas,_Texas",60,Real Estate,6010,Equity Real Estate Investment Trusts (REITs),601060,Residential REITs,60106020,Single-Family Residential REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of single-family residential housing including manufactured homes."
262,IQV,IQVIA,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",2017-08-29,0001478242,1982,https://www.nyse.com/quote/XNYS:IQV,/wiki/IQVIA,"/wiki/Durham,_North_Carolina",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries."
263,IRM,Iron Mountain,Real Estate,Other Specialized REITs,"Boston, Massachusetts",2009-01-06,0001020569,1951,https://www.nyse.com/quote/XNYS:IRM,/wiki/Iron_Mountain_(company),"/wiki/Boston,_Massachusetts",60,Real Estate,6010,Equity Real Estate Investment Trusts (REITs),601080,Specialized REITs,60108010,Other Specialized REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of properties not classified elsewhere. This Sub-Industry includes REITs that manage and own properties such as natural gas and crude oil pipelines, gas stations, fiber optic cables, prisons, automobile parking, and automobile dealerships."
264,JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,"Lowell, Arkansas",2015-07-01,0000728535,1961,https://www.nasdaq.com/market-activity/stocks/jbht,/wiki/J.B._Hunt,"/wiki/Lowell,_Arkansas",20,Materials,2030,Transportation,203040,Ground Transportation,20304030,Cargo Ground Transportation,Companies providing ground transportation services for goods and freight.
265,JBL,Jabil,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida",2023-12-18,0000898293,1966,https://www.nyse.com/quote/XNYS:JBL,/wiki/Jabil,"/wiki/St._Petersburg,_Florida",45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203020,Electronic Manufacturing Services,Producers of electronic equipment mainly for the OEM (Original Equipment Manufacturers) markets.
266,JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,"Monett, Missouri",2018-11-13,0000779152,1976,https://www.nasdaq.com/market-activity/stocks/jkhy,/wiki/Jack_Henry_%26_Associates,"/wiki/Monett,_Missouri",40,Financials,4020,Financial Services ,402010, Financial Services,40201060,Transaction & Payment Processing Services,"Providers of transaction & payment processing services and related payment services including digital/mobile payment processors, payment service providers & gateways, and digital wallet providers."
267,J,Jacobs Solutions,Industrials,Construction & Engineering,"Dallas, Texas",2007-10-26,0000052988,1947,https://www.nyse.com/quote/XNYS:J,/wiki/Jacobs_Solutions,"/wiki/Dallas,_Texas",20,Materials,1510,Materials,201030,Construction & Engineering,20103010,Construction & Engineering,Companies engaged in primarily non-residential construction. Includes civil engineering companies and large-scale contractors. Excludes companies classified in the Homebuilding Sub-Industry.
268,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1973-06-30,0000200406,1886,https://www.nyse.com/quote/XNYS:JNJ,/wiki/Johnson_%26_Johnson,"/wiki/New_Brunswick,_New_Jersey",35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs."
269,JCI,Johnson Controls,Industrials,Building Products,"Cork, Ireland",2010-08-27,0000833444,1885,https://www.nyse.com/quote/XNYS:JCI,/wiki/Johnson_Controls,/wiki/Cork_(city),20,Industrials,2010,Capital Goods,201020,Building Products,20102010,Building Products,Manufacturers of building components and home improvement products and equipment. Excludes lumber and plywood classified under Forest Products and cement and other materials classified in the Construction Materials Sub-Industry.
270,JPM,JPMorgan Chase,Financials,Diversified Banks,"New York City, New York",1975-06-30,0000019617,2000 (1799 / 1871),https://www.nyse.com/quote/XNYS:JPM,/wiki/JPMorgan_Chase,"/wiki/New_York_City,_New_York",40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services. Excludes banks classified in the Regional Banks and Commercial & Residential Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
271,JNPR,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",2006-06-02,0001043604,1996,https://www.nyse.com/quote/XNYS:JNPR,/wiki/Juniper_Networks,"/wiki/Sunnyvale,_California",45,Information Technology,4520,Technology Hardware & Equipment,452010,Communications Equipment,45201020,Communications Equipment,"Manufacturers of communication equipment and products, including LANs, WANs, routers, telephones, switchboards and exchanges. Excludes cellular phone manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry."
272,K,Kellanova,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1989-09-11,0000055067,1906,https://www.nyse.com/quote/XNYS:K,/wiki/Kellanova,"/wiki/Chicago,_Illinois",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
273,KVUE,Kenvue,Consumer Staples,Personal Care Products,"Skillman, New Jersey",2023-08-25,0001944048,2022 (Johnson & Johnson spinoff),https://www.nyse.com/quote/XNYS:KVUE,/wiki/Kenvue,"/wiki/Skillman,_New_Jersey",30,Consumer Staples,3030,Household & Personal Products,303020,Personal Care Products,30302010,Personal Care Products,"Manufacturers of personal and beauty care products, including cosmetics and perfumes."
274,KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",2022-06-21,0001418135,1981,https://www.nasdaq.com/market-activity/stocks/kdp,/wiki/Keurig_Dr_Pepper,"/wiki/Burlington,_Massachusetts",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201030,Soft Drinks & Non-alcoholic Beverages,Producers of non-alcoholic beverages including mineral waters. Excludes producers of milk classified in the Packaged Foods & Meats Sub-Industry.
275,KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1994-03-01,0000091576,1825,https://www.nyse.com/quote/XNYS:KEY,/wiki/KeyBank,"/wiki/Cleveland,_Ohio",40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,"Commercial banks, savings banks and thrifts whose business are derived primarily from conventional banking operations such as retail banking, corporate lending and originating various residential and commercial mortgage loans funded mainly through deposits. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Commercial & Residential Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry."
276,KEYS,Keysight,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2018-11-06,0001601046,2014 (1939),https://www.nyse.com/quote/XNYS:KEYS,/wiki/Keysight,"/wiki/Santa_Rosa,_California",45,Information Technology,4520,Technology Hardware & Equipment,452030,"Electronic Equipment, Instruments & Components",45203010,Electronic Equipment & Instruments,"Manufacturers of electronic equipment and instruments including analytical, electronic test and measurement instruments, scanner/barcode products, lasers, display screens, point-of-sales machines, and security system equipment."
277,KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1957-03-04,0000055785,1872,https://www.nyse.com/quote/XNYS:KMB,/wiki/Kimberly-Clark,"/wiki/Irving,_Texas",30,Consumer Staples,3030,Household & Personal Products,303010,Household Products,30301010,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry."
278,KIM,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",2006-04-04,0000879101,1958,https://www.nyse.com/quote/XNYS:KIM,/wiki/Kimco_Realty,"/wiki/New_Hyde_Park,_New_York",60,Real Estate,6010,Equity Real Estate Investment Trusts (REITs),601070,Retail REITs,60107010,Retail REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of shopping malls, outlet malls, neighborhood and community shopping centers."
279,KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,0001506307,1997,https://www.nyse.com/quote/XNYS:KMI,/wiki/Kinder_Morgan,"/wiki/Houston,_Texas",10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102040,Oil & Gas Storage & Transportation,"Companies engaged in the storage and/or transportation of oil, gas and/or refined products. Includes diversified midstream natural gas companies, oil and refined product pipelines, coal slurry pipelines and oil & gas shipping companies."
280,KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,"Milpitas, California",1997-09-30,0000319201,1975/1977 (1997),https://www.nasdaq.com/market-activity/stocks/klac,/wiki/KLA_Corporation,"/wiki/Milpitas,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301010,Semiconductor Materials & Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry."
281,KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,0001637459,2015 (1869),https://www.nasdaq.com/market-activity/stocks/khc,/wiki/Kraft_Heinz,"/wiki/Chicago,_Illinois",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
282,KR,Kroger,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,0000056873,1883,https://www.nyse.com/quote/XNYS:KR,/wiki/Kroger,"/wiki/Cincinnati,_Ohio",30,Consumer Staples,3010,Consumer Staples Distribution & Retail,301010,Consumer Staples Distribution & Retail,30101030,Food Retail,Owners and operators of primarily food retail stores.
283,LHX,L3Harris,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,0000202058,"2019 (L3 1997, Harris 1895)",https://www.nyse.com/quote/XNYS:LHX,/wiki/L3Harris,"/wiki/Melbourne,_Florida",20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment."
284,LH,LabCorp,Health Care,Health Care Services,"Burlington, North Carolina",2004-11-01,0000920148,1978,https://www.nyse.com/quote/XNYS:LH,/wiki/LabCorp,"/wiki/Burlington,_North_Carolina",35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102015,Health Care Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services."
285,LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",2012-06-29,0000707549,1980,https://www.nasdaq.com/market-activity/stocks/lrcx,/wiki/Lam_Research,"/wiki/Fremont,_California",45,Information Technology,4530,Semiconductors & Semiconductor Equipment,453010,Semiconductors & Semiconductor Equipment,45301010,Semiconductor Materials & Equipment,"Manufacturers of semiconductor equipment, including manufacturers of the raw material and equipment used in the solar power industry."
286,LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,0001679273,2016 (1950),https://www.nyse.com/quote/XNYS:LW,/wiki/Lamb_Weston,"/wiki/Eagle,_Idaho",30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods."
287,LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,0001300514,1988,https://www.nyse.com/quote/XNYS:LVS,/wiki/Las_Vegas_Sands,"/wiki/Las_Vegas,_Nevada",25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301010,Casinos & Gaming,Owners and operators of casinos and gaming facilities. Includes companies providing lottery and betting services.
288,LDOS,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",2019-08-09,0001336920,1969,https://www.nyse.com/quote/XNYS:LDOS,/wiki/Leidos,"/wiki/Reston,_Virginia",20,Materials,2020,Commercial  & Professional Services,202010,Commercial Services & Supplies,20201070,Diversified Support Services,"Companies primarily providing labor oriented support services to businesses and governments.  Includes commercial cleaning services, dining & catering services, equipment repair services, industrial maintenance services, industrial auctioneers, storage & warehousing, transaction services, uniform rental services, and other business support services."
289,LEN,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",2005-10-04,0000920760,1954,https://www.nyse.com/quote/XNYS:LEN,/wiki/Lennar,"/wiki/Miami,_Florida",25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201030,Homebuilding,Residential construction companies. Includes manufacturers of prefabricated houses and semi-fixed manufactured homes.
290,LIN,Linde plc,Materials,Industrial Gases,"Guildford, United Kingdom",1992-07-01,0001707925,1879,https://www.nyse.com/quote/XNYS:LIN,/wiki/Linde_plc,/wiki/Guildford,15,Materials,1510,Materials,151010,Chemicals,15101040,Industrial Gases,Manufacturers of industrial gases.
291,LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,0001335258,2010,https://www.nyse.com/quote/XNYS:LYV,/wiki/Live_Nation_Entertainment,"/wiki/Beverly_Hills,_California",50,Communication Services,5020,Media & Entertainment,502020,Entertainment,50202010,Movies & Entertainment,"Companies that engage in producing and selling entertainment products and services, including companies engaged in the production, distribution and screening of movies and television shows, producers and distributors of music, entertainment theaters and sports teams. Also includes companies offering and/or producing entertainment content streamed online."
292,LKQ,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,0001065696,1998,https://www.nasdaq.com/market-activity/stocks/lkq,/wiki/LKQ_Corporation,"/wiki/Chicago,_Illinois",25,Consumer Discretionary,2550,Consumer Discretionary Distribution & Retail ,255010,Distributors,25501010,Distributors,Distributors and wholesalers of general merchandise not classified elsewhere. Includes vehicle distributors.
293,LMT,Lockheed Martin,Industrials,Aerospace & Defense,"Bethesda, Maryland",1957-03-04,0000936468,1995,https://www.nyse.com/quote/XNYS:LMT,/wiki/Lockheed_Martin,"/wiki/Bethesda,_Maryland",20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment."
294,L,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",1995-05-31,0000060086,1959,https://www.nyse.com/quote/XNYS:L,/wiki/Loews_Corporation,"/wiki/New_York_City,_New_York",40,Financials,4030,Insurance,403010,Insurance,40301030,Multi-line Insurance,"Insurance companies with diversified interests in life, health and property and casualty insurance."
295,LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,0000060667,1904/1946/1959,https://www.nyse.com/quote/XNYS:LOW,/wiki/Lowe%27s,"/wiki/Mooresville,_North_Carolina",25,Consumer Discretionary,2550,Consumer Discretionary Distribution & Retail ,255040,Specialty Retail,25504030,Home Improvement Retail,Owners and operators of home and garden improvement retail stores. Includes stores offering building materials and supplies.
